"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
378a7a9a,query,92,323.183
38d650b9,explore,165,85.938
b8cd3be0,query,69,413.058
b878603b,explore,96,169.774
b861305a,query,97,415.505
39a559e2,query,72,414.628
b8f64134,query,50,361.418
394ddbe2,explore,78,53.991
3824ecdb,welcome,60,26.245
390180e2,index,6,53.105
b9089ee8,query,17,401.857
b8c91f40,explore,39,87.723
376a234b,explore,28,157.369
395482c8,query,200,357.721
38d9aaac,explore,46,59.077
b8d2286a,query,29,329.527
380124f4,welcome,8,36.960
b854ef43,,15,
b88acb3a,explore,113,150.965
b8f2b75c,explore,119,101.222
b8743f55,query,39,417.027
3932a5dc,welcome,25,29.410
38570593,query,103,244.797
b6acd2e3,query,24,471.329
b76cbd81,welcome,49,19.133
3854a6d5,explore,372,109.392
38043b6f,explore,34,109.298
38dadc41,index,61,38.813
b8dd440e,query,37,506.513
37a6b109,welcome,35,27.215
b7640fe2,query,98,367.895
b909847e,explore,22,88.794
b8b29817,welcome,262,37.049
b807be94,query,70,273.900
371a54b2,explore,166,55.668
39a559e2,explore,85,97.327
b866df57,query,22,347.530
b6acd2e3,query,19,309.349
3983ef15,index,8,40.029
38e3ee82,query,107,410.368
3911f0b1,index,64,51.418
b8447762,welcome,50,32.887
b7a93738,explore,41,184.858
b5f2decc,index,33,85.751
b8d2a7ee,welcome,7,36.689
39a559e2,query,32,403.748
b866df57,welcome,99,34.736
385276a9,query,151,403.612
b8bacf06,,10,
37c18db6,query,228,454.853
3907a956,explore,50,97.366
b91ae4d7,query,69,487.057
b782b13b,welcome,12,29.019
b91548eb,explore,240,123.499
b98bcfcc,query,82,390.017
b85ea5e5,welcome,106,31.866
37d59f5c,explore,77,155.187
b8ab5899,explore,22,154.564
3833f03c,explore,312,130.934
390a7b96,query,63,449.755
39007e90,welcome,11,30.496
37c57dbc,query,37,324.085
38843f18,query,299,323.141
3825d668,welcome,19,39.066
b8374e70,,39,
b9251758,explore,139,121.230
38fb24c3,explore,112,46.985
b83d7d66,welcome,44,41.360
b91086bb,explore,276,157.063
382cbaf0,explore,110,139.900
38cb3d3d,query,30,348.390
39262c2c,explore,22,109.766
b971b013,query,349,352.628
b89b724e,index,9,32.927
389ecbcb,explore,74,116.300
b6acd2e3,,10,
b6acd2e3,query,25,397.042
b9893389,index,24,35.578
38d0501b,query,257,370.524
391d89ec,,10,
b930b197,explore,39,175.153
38c07244,query,156,373.575
3727d510,query,25,316.568
385377d2,,20,
3812c125,welcome,54,34.389
3894a26a,explore,82,95.410
38d9aaac,explore,75,100.009
39262c2c,explore,149,120.508
b83d7d66,index,9,28.137
b895f6f7,explore,111,155.178
b861aaca,welcome,18,38.007
b930b197,explore,22,109.344
37448f35,query,17,388.724
b8e6281d,query,17,416.516
b9049c6d,explore,22,84.346
388f0d88,query,163,327.880
b9501b64,query,17,419.198
b7aa7170,welcome,15,43.365
38ac7e9b,query,57,379.941
378803b7,query,72,360.820
361ab558,explore,110,118.323
3897cb37,query,118,326.194
380c290a,index,10,85.858
b8e11809,query,17,424.086
b83d7d66,explore,279,116.105
b8d397b9,welcome,7,36.553
b6b1090b,index,4,68.076
b878603b,query,57,386.675
37a82a7e,explore,22,34.408
b8b40cfa,explore,138,181.716
b8b411d7,query,64,353.686
b7640fe2,welcome,23,17.434
b88e97cc,welcome,27,23.390
b940485f,query,85,395.532
b6921073,explore,49,98.196
3727d510,welcome,7,33.315
b881154c,explore,100,129.535
388edbb7,,68,
b85fadd4,welcome,7,28.772
385ba5ea,welcome,30,44.553
39204937,,75,
b895360e,welcome,40,32.460
37f6c10b,query,127,312.975
b704d04c,query,17,420.516
3907a956,query,20,420.003
b89113df,explore,122,25.991
b7ca1b94,query,168,516.446
3887562b,welcome,13,24.789
38d9aaac,explore,22,87.861
b8dd440e,index,19,40.683
39125418,explore,22,76.454
b9849c67,explore,70,123.322
b5f2decc,query,182,391.703
b881154c,welcome,14,48.475
392668c1,query,353,485.621
380124f4,welcome,173,28.852
3887562b,query,40,375.808
b866df57,query,262,327.279
3911f0b1,welcome,37,49.502
373370a7,explore,22,111.615
b707afe7,,10,
b8bc718f,query,28,399.619
b8447762,query,29,298.082
392b1d81,query,104,436.951
38f8128a,,35,
3887562b,welcome,45,30.746
b70be3c1,query,41,349.134
b8aa5016,welcome,46,23.634
b8351eb1,query,17,375.697
393f6b13,query,142,429.877
3919f970,query,17,329.127
391a0899,,12,
39746f30,explore,69,199.821
b92a0568,explore,270,114.336
b8e6281d,query,17,412.370
37ac4473,query,17,248.849
393f6b13,,10,
b7b918b6,welcome,18,33.828
b7c82f3f,explore,22,168.180
b8a76e6e,explore,22,72.361
b8e6281d,explore,35,134.085
389369e1,explore,155,67.772
b87bfdf5,query,286,439.911
b8d979b8,explore,78,88.336
395ac9c4,query,131,323.893
b6a6b774,welcome,31,30.831
38aeed0b,explore,22,121.397
37d123f1,query,102,376.297
b91548eb,query,17,365.101
37f6c10b,query,77,411.386
388f0d88,query,50,367.234
3833f03c,query,39,305.531
38843f18,query,241,328.148
b9049c6d,explore,57,133.950
b866df57,welcome,19,20.403
393f380d,welcome,24,28.275
b9849c67,explore,22,11.912
b94822a0,query,53,397.009
b8e11809,,10,
b8c91f40,explore,117,46.140
b820f8d2,query,38,355.398
38fc0392,query,168,417.477
388eee90,query,113,208.877
37537daf,query,17,381.512
b871175a,query,17,318.933
37758a07,query,67,310.452
38c902a6,query,17,413.232
378a7a9a,query,199,397.286
b76cbd81,query,206,427.308
38fb24c3,welcome,18,32.379
b857f798,query,42,361.524
b895360e,explore,427,140.384
b89c360a,explore,44,96.597
b83d7d66,,30,
b7a93738,,64,
b7d7b7e1,query,109,383.917
38935991,welcome,79,32.335
b8ba48cc,index,4,50.292
390170d2,,81,
39320fa4,explore,54,76.569
38be1630,,62,
3779aa78,query,127,368.835
36e0df61,index,5,48.381
38b16198,welcome,7,44.593
b81d2395,welcome,47,17.986
371a54b2,query,17,359.783
38570593,query,95,292.479
b8743f55,welcome,7,39.933
b8f6a9d3,query,133,462.201
3863e159,query,76,325.934
b7d7b7e1,explore,103,89.221
37b9201d,query,53,531.778
38499121,explore,22,101.976
b89c360a,explore,44,109.494
37260a05,query,35,277.512
b84235d6,query,70,250.714
b891e22a,welcome,35,36.746
3833f03c,welcome,38,38.359
36ed3039,index,21,83.645
b894b6e7,,67,
39746f30,query,42,386.486
379a2fde,query,246,350.177
38a33852,explore,22,62.488
b8f2b75c,query,94,345.204
b873ff03,,57,
37c57dbc,,49,
b9584ed5,query,33,315.443
b98bcfcc,explore,79,102.352
b88fd3bb,,81,
b8a366cb,query,125,336.561
b8571315,query,228,400.137
b846d2d5,welcome,105,42.913
38937049,query,33,355.132
b9584ed5,explore,22,86.614
b885293e,index,4,34.261
385276a9,explore,74,172.118
b878603b,explore,31,99.724
b8b29817,explore,33,185.460
b8b411d7,welcome,14,36.103
38d9aaac,,23,
b8961eb2,explore,266,113.031
b958b4b9,welcome,65,26.030
38d0501b,welcome,19,25.447
37e1894f,welcome,13,27.640
b92e8801,query,39,431.216
38d650b9,explore,41,106.005
3941931d,index,8,26.672
385ba5ea,query,50,300.357
38976b8d,explore,117,84.214
38ef3640,query,38,352.723
371a54b2,index,13,33.213
389ecbcb,explore,22,143.843
b83093aa,welcome,181,30.666
b8b411d7,query,89,458.641
b856720f,query,162,397.659
38fc0392,query,297,294.072
b8cd3be0,query,65,482.208
3717e359,welcome,55,22.964
391bfc51,query,46,405.074
b7dc0233,query,17,373.783
b8d7beca,query,32,348.211
37537daf,index,64,40.623
b88e5463,query,216,374.384
38b7cf6f,query,51,398.409
38dd3af8,query,18,356.802
b751dac7,welcome,17,36.311
b8961eb2,query,17,368.014
38e2efc3,query,90,331.551
b8d23a66,welcome,38,37.445
38c66a69,welcome,7,18.699
37c97c81,explore,22,93.539
37c18db6,index,6,41.888
b9501b64,explore,44,135.259
380db636,query,55,365.552
b894b6e7,explore,22,80.599
b8e03e49,explore,71,154.841
391d89ec,explore,215,109.433
391d9538,welcome,102,21.398
37ac4473,,110,
3851b378,welcome,36,35.914
b81a2d8e,query,28,305.193
38a09be2,index,5,39.907
b91ae4d7,query,215,341.284
376a31f7,query,125,444.070
b95df9e6,explore,44,160.854
37537daf,index,8,72.117
38976b8d,welcome,27,28.675
38738934,explore,216,128.300
3897cb37,explore,35,88.650
b9863787,query,17,397.882
b83d7d66,welcome,93,47.488
38be1630,explore,76,134.321
3862baeb,explore,416,135.204
36413a23,explore,223,141.706
394ddbe2,query,41,398.331
b798ef62,explore,163,75.478
b5383e8b,query,17,333.365
38a09be2,query,40,370.737
374db7d1,explore,34,155.456
36f6d52a,welcome,36,27.386
b704d04c,welcome,9,28.021
b8484e6c,explore,62,77.090
39432455,welcome,8,28.031
37448f35,query,88,381.417
b930b197,welcome,56,28.100
393f6b13,explore,240,81.916
37c97c81,query,43,343.763
388edbb7,index,38,41.972
38cb3d3d,,13,
38aa2a71,query,90,392.649
3919f970,explore,22,124.066
37b27ce3,welcome,38,34.226
37de11b8,explore,70,103.986
38b156fd,explore,388,100.799
b9584ed5,explore,46,140.692
b8433ba3,query,27,450.239
b9209247,query,124,309.480
385377d2,query,17,292.891
b89113df,index,40,60.059
36fca6f9,welcome,7,28.177
b88fd3bb,explore,22,133.010
b76cbd81,query,22,335.330
37a82a7e,query,32,455.210
376a234b,explore,27,76.334
37b9201d,query,225,304.608
38d650b9,query,27,386.461
38664594,,21,
385ba5ea,welcome,42,18.054
388ea112,explore,22,152.347
b8b29817,index,49,54.805
3824ecdb,welcome,24,45.587
390170d2,welcome,20,30.313
38cb3d3d,index,5,54.519
b8b7ba1e,,71,
389fb3f5,welcome,34,30.213
3825d668,query,124,367.871
39746f30,explore,89,153.199
38903a89,explore,56,129.437
b8ba48cc,explore,29,145.970
36e0df61,explore,145,120.715
b8aa5016,explore,22,124.449
3864e757,index,25,68.634
b722d103,query,53,429.781
37b9201d,explore,222,134.688
38043b6f,,10,
b871175a,explore,62,112.211
b7ca8cd3,index,4,50.027
38843f18,query,136,402.413
b9209247,query,178,400.533
39125418,explore,67,192.181
36413a23,query,62,342.415
b861aaca,welcome,7,39.164
b83093aa,explore,22,136.148
b90d34cb,query,39,406.760
38260124,index,7,43.862
b8743f55,query,71,261.304
b707afe7,query,88,369.212
385b623b,query,22,302.783
381b3616,query,113,238.305
38937049,,92,
38b16198,welcome,73,21.768
389ecbcb,welcome,61,34.824
b857f798,query,48,388.717
b5dced94,explore,201,91.320
b8484e6c,explore,22,64.724
b88fd3bb,query,17,325.141
b8d23a66,,17,
37b27ce3,query,17,300.582
b88e5463,explore,37,181.563
b8008c33,query,22,342.395
38ef3640,explore,22,113.801
b85fadd4,query,53,441.933
b8f6a9d3,explore,189,146.618
38ef3640,explore,39,87.005
b92a0568,welcome,7,24.618
b782b13b,explore,61,50.940
b8351eb1,explore,22,100.244
b81a2d8e,welcome,11,18.843
b92eeecb,explore,36,137.694
38a03687,welcome,9,30.174
38664594,explore,39,136.816
b8a67ade,welcome,21,30.555
b8bc718f,explore,109,81.568
377cd850,explore,22,125.969
38e2efc3,query,29,380.949
388be9d2,query,288,336.044
37758a07,explore,114,175.014
391d9538,query,27,351.876
b9859cce,,161,
38ac7e9b,query,39,350.093
383ea267,query,119,377.985
b861aaca,explore,54,68.030
b8136484,explore,29,105.370
3850b5be,explore,195,151.437
b88e97cc,query,74,387.193
3878a57d,explore,66,143.889
38ef3640,welcome,79,45.924
39831e60,query,105,424.555
38c902a6,query,58,400.252
382f758f,explore,127,131.368
3907a956,explore,390,115.054
b97853da,query,17,373.314
3833f03c,query,111,387.876
37b03896,query,17,370.695
b7a489a1,query,107,374.867
b8f250c1,explore,219,139.851
b8bc718f,query,32,413.332
39341037,query,229,376.046
3812c125,query,17,384.777
378803b7,explore,33,40.837
b89b724e,index,14,23.109
39460216,query,19,479.406
b9209247,,14,
361ab558,query,139,304.154
b9584ed5,query,65,327.127
b8136484,explore,176,149.181
b8374e70,query,161,351.500
b6a6b774,query,65,327.441
37f7fb42,explore,24,102.461
37260a05,explore,22,138.339
b81d2395,explore,78,71.233
b8f6a9d3,query,138,403.182
b5dced94,query,121,354.803
b8447762,query,96,390.391
3941931d,query,193,402.463
b92e8801,query,26,305.603
37a82a7e,explore,85,162.736
3851b378,query,22,370.746
38d650b9,,22,
38233158,query,61,398.780
3878a57d,welcome,18,25.548
38dd3af8,query,17,313.062
37c97c81,query,36,370.971
385377d2,welcome,25,11.112
b83d7d66,query,288,412.259
b836330c,welcome,30,35.199
37260a05,query,82,466.114
38bd58e6,explore,22,97.852
b8433ba3,,11,
38499121,query,17,397.392
38757537,welcome,42,45.846
b7bc1f0f,query,81,325.913
b97853da,query,66,269.025
b91ae4d7,explore,45,122.725
388ea112,welcome,53,28.076
b8df35c5,explore,34,144.680
b8484e6c,query,350,306.103
37a6b109,query,106,455.441
b722d103,query,30,414.495
39081e78,explore,195,139.247
b8f64134,query,47,321.057
39810e91,query,123,359.139
37ac4473,query,26,321.951
3812c125,query,103,364.950
b8a76e6e,query,268,419.423
b8ba48cc,query,80,411.936
b824e5f3,index,9,46.538
386e63fe,query,125,288.116
b8bc718f,welcome,13,26.613
b5f2decc,query,68,385.578
371a54b2,explore,63,82.904
b9863787,welcome,74,25.098
383ea267,,97,
38a03687,explore,22,106.667
3717e359,query,69,293.182
38a03687,,64,
371ab83e,query,278,524.373
b89113df,explore,59,133.794
b909b2c9,explore,209,101.454
37260a05,explore,197,154.461
b70b69e1,welcome,7,23.255
3928c4b8,welcome,41,30.504
b785749f,welcome,27,31.298
37b27ce3,explore,127,82.812
39a559e2,query,26,354.209
b9049c6d,query,177,366.784
36413a23,explore,28,108.051
38903a89,explore,22,101.513
3862baeb,query,41,353.097
38715456,,51,
b6921073,query,17,439.941
37c97c81,index,25,37.286
b7219296,explore,68,132.584
b940485f,explore,143,139.128
b722d103,welcome,46,28.559
38aeed0b,index,4,42.293
37b9201d,query,43,382.149
b881154c,explore,139,105.224
b89113df,query,47,437.639
39746f30,index,26,45.928
39262c2c,welcome,32,38.544
b89a141a,explore,340,135.372
b8d979b8,query,17,323.430
b92f2f94,query,221,309.665
37a6b109,query,159,337.282
b940485f,explore,22,176.877
b857f798,query,173,435.208
b878603b,welcome,32,33.403
b895360e,query,82,411.934
395482c8,query,82,322.770
3862baeb,query,21,264.212
b92e8801,explore,237,123.036
38f8128a,welcome,7,22.041
380229e3,explore,22,188.623
b90c5840,index,34,60.741
b6b1090b,query,68,422.458
385d7134,explore,22,142.210
38595510,explore,102,105.592
3942c8d2,welcome,25,35.836
3878a57d,explore,86,133.099
b8d2286a,,75,
39324b60,explore,47,161.372
b8ff7b7e,query,46,305.725
38ac7e9b,query,40,437.358
38260124,query,188,375.925
38d9aaac,explore,354,141.798
b8a67ade,explore,509,101.577
3989c759,query,258,430.786
38dadc41,index,4,52.064
b92e8801,explore,119,73.262
38f14edf,query,35,306.408
b6acd2e3,query,97,313.479
b88fd3bb,query,97,437.567
39324b60,welcome,11,33.513
39087913,query,112,375.179
b8cd3be0,query,133,358.889
399042f2,query,105,413.826
378a7a9a,query,34,273.512
388be9d2,explore,62,141.726
3928c4b8,welcome,13,29.911
371ab83e,index,4,55.831
39432455,query,170,348.726
383ea267,query,38,374.870
b6a6b774,query,57,416.668
37b27ce3,query,17,329.417
3717e359,welcome,34,34.198
3892e64a,query,17,395.384
37d59f5c,query,17,443.031
3882ec68,welcome,32,27.182
37e605a5,explore,515,107.951
3833f03c,explore,113,59.911
389fb3f5,welcome,7,32.101
39324b60,query,83,477.270
b9584ed5,index,11,62.817
3727d510,welcome,7,22.378
3874325c,query,84,394.928
b800c649,query,205,362.427
b80c7902,explore,31,157.317
b7a489a1,welcome,14,23.841
b6921073,query,48,405.420
38570593,explore,190,161.357
3907a956,explore,181,75.267
b8e11809,explore,235,91.366
b8dd440e,explore,22,65.884
b92eeecb,query,73,363.745
b824e5f3,welcome,14,38.814
b89b724e,index,16,34.096
37c57dbc,,30,
b6a0a726,query,116,406.898
385377d2,explore,27,36.452
371e3a21,explore,22,82.388
388ea112,query,282,397.447
38be1630,explore,97,136.199
b97853da,welcome,7,18.059
b62ede58,welcome,7,27.492
b722d103,explore,98,141.313
36124279,query,145,422.463
b878603b,welcome,35,30.339
3810645e,query,66,317.508
b8a43a0a,query,46,426.842
b95df9e6,query,124,406.446
b9251758,query,19,409.623
380229e3,welcome,25,25.052
383ea267,explore,77,94.786
b9089ee8,query,25,426.922
b90334f8,,51,
38e2efc3,welcome,7,38.302
36413a23,query,50,346.792
b8a366cb,query,17,398.778
b70b69e1,query,20,345.880
371e3a21,query,124,440.073
b963ff2b,index,36,47.315
38fb24c3,welcome,75,29.484
3887562b,index,30,54.877
377cd850,explore,22,56.842
3892e64a,query,17,549.617
39007e90,explore,58,163.608
b9859cce,query,17,336.824
b91086bb,query,17,348.541
b70b69e1,query,67,486.226
b7640fe2,query,341,359.773
38937049,query,140,360.334
b8f2b75c,query,49,459.538
b7cef0b0,query,17,359.878
b984fd05,welcome,7,22.340
378803b7,explore,22,142.480
37b9201d,,99,
b89c360a,welcome,37,24.352
b7d7b7e1,query,56,497.691
b6921073,welcome,67,46.046
b895f6f7,welcome,7,46.306
388edbb7,query,173,345.381
383ea267,welcome,22,38.855
3928c4b8,explore,43,166.026
b97853da,query,127,379.877
b900ba0c,welcome,45,37.941
36f6d52a,query,202,244.931
390170d2,welcome,58,41.814
38ef3640,welcome,14,29.436
39341037,query,41,456.336
394cb0da,welcome,69,32.124
384c9e30,explore,164,141.477
b7aa7170,,26,
b98127eb,welcome,7,25.053
381b3616,explore,177,90.855
b77313cd,explore,89,100.699
37260a05,welcome,7,38.259
b87bfdf5,query,63,359.928
372dd8d5,query,17,367.255
b76cbd81,query,77,372.327
379a2fde,query,17,346.878
385377d2,explore,467,34.748
3862baeb,query,42,324.050
3878a57d,index,28,39.448
b930b197,explore,22,128.356
36413a23,query,30,373.794
3824ecdb,,10,
b89b724e,explore,219,148.443
374db7d1,index,63,50.522
389ecbcb,query,54,314.337
b8cb668d,query,24,460.386
38e3ee82,query,60,398.821
b91086bb,explore,79,147.205
37f6c10b,welcome,20,40.973
3942c8d2,welcome,9,20.168
395ac9c4,explore,225,74.478
38260124,explore,33,97.500
b9179291,explore,70,116.539
371e3a21,query,112,387.732
394cb0da,explore,253,115.792
b77582fd,query,63,293.243
392b1d81,query,76,424.712
38043b6f,query,126,314.181
b8d7beca,query,44,363.229
b8571315,query,17,406.367
b8d29a1e,query,85,356.625
b8380f86,query,17,416.595
399d158b,explore,22,80.060
380d570e,query,77,291.579
b88e97cc,query,42,479.225
372dd8d5,index,15,32.516
b722d103,welcome,7,27.536
b7640fe2,query,59,320.056
b6b1090b,query,24,322.831
385276a9,query,17,459.235
373370a7,query,197,356.691
b98127eb,query,254,343.324
36e0df61,,65,
3825d668,index,64,43.226
3824ecdb,query,224,403.113
b873ff03,welcome,51,21.701
b8e11809,query,57,392.745
38fb24c3,query,28,414.126
395482c8,welcome,27,42.506
b80c7902,query,108,339.880
380d570e,query,47,419.985
b866df57,welcome,126,26.815
b8a76e6e,welcome,7,42.384
394cb0da,query,18,348.675
385b623b,,78,
379a2fde,query,17,417.429
b8447762,index,8,25.540
372ba72b,explore,43,116.033
390180e2,query,244,426.776
b878603b,query,53,330.298
b89113df,,97,
b8cd58c8,explore,22,118.277
394cb0da,explore,51,142.033
b87bfdf5,explore,364,149.141
3942c8d2,query,62,343.149
37dff849,,39,
37e605a5,explore,66,86.293
b8b29817,index,6,32.843
378a7a9a,explore,54,157.001
b984fd05,query,28,429.310
37debbd5,explore,22,138.939
3932a5dc,explore,51,144.257
372ba72b,welcome,18,12.432
b7ca8cd3,query,157,484.926
b8351eb1,welcome,7,36.649
b6b1090b,welcome,17,32.952
b76cbd81,query,28,316.516
39081e78,query,52,347.192
38b4efea,query,226,317.714
b716567c,query,85,350.345
38b16198,explore,142,111.344
374db7d1,query,153,385.961
38b16198,welcome,35,28.307
38d9aaac,index,23,23.944
b77582fd,welcome,90,27.219
b9179291,index,4,59.278
b88acb3a,query,44,361.523
b9859cce,query,92,426.194
380229e3,query,17,313.878
38043b6f,welcome,80,31.118
37b27ce3,explore,49,48.606
37260a05,query,17,314.574
b88e97cc,explore,54,107.000
38b156fd,welcome,55,18.012
b6acd2e3,query,54,305.312
38d650b9,,39,
b963ff2b,explore,269,100.322
389ecbcb,query,111,369.964
b8961eb2,query,54,405.548
38dadc41,query,17,364.536
393381c2,explore,71,160.954
385276a9,explore,134,102.069
392b1d81,explore,48,117.353
b8cd3be0,welcome,100,33.022
395482c8,query,17,436.832
391d89ec,welcome,32,22.152
b8351eb1,welcome,17,25.709
38715456,explore,115,79.339
38d8cf54,welcome,20,22.685
b940485f,query,332,508.133
37de11b8,query,290,313.156
b9209247,explore,122,150.879
380124f4,query,17,363.422
391d9538,,24,
b70b69e1,,28,
38f14edf,welcome,20,31.457
b8cb668d,query,111,406.527
37f6c10b,explore,86,126.537
3929bc2a,explore,85,128.023
b8315bc8,query,29,368.015
b7219296,index,10,34.017
b84235d6,explore,34,59.026
3892e64a,query,236,438.313
b91548eb,query,20,399.089
394cb0da,welcome,91,21.417
38bce03f,query,17,406.875
b88acb3a,query,23,367.388
38b4efea,welcome,99,37.118
b857f798,query,48,420.535
38be1630,welcome,58,29.403
b707afe7,query,117,461.667
b8e95dbd,explore,97,129.525
b92e8801,welcome,61,21.903
38d8cf54,welcome,22,39.108
38d0501b,explore,22,51.576
3810645e,index,4,55.487
389b6955,query,82,321.279
380d570e,query,41,461.339
3851b378,query,164,374.528
38bce03f,explore,83,146.600
39324b60,query,30,443.870
b798ef62,,14,
36cd0681,query,19,455.922
b7ec988d,query,21,267.585
388be9d2,index,51,60.155
38570593,welcome,27,30.539
37537daf,explore,251,93.449
388be9d2,welcome,7,37.235
399042f2,query,43,367.187
376a31f7,query,60,280.894
37c18db6,index,5,50.686
36413a23,explore,98,174.189
38738934,,10,
b91fdf40,explore,75,134.259
b8aa5016,query,129,380.495
b8315bc8,explore,79,81.333
b6a0a726,query,106,294.532
b843f6c4,explore,36,136.459
b81d2395,query,50,355.906
397ef877,explore,22,93.371
b8571315,query,17,365.155
38fc0392,query,27,391.217
